OBJECTID,FACILITYID,MATERIAL_cof,DIAMETER,LENGTH,Major_Road,Major_Intersection,Minor_Intersection,Minor_Road,Buildings,Railroad,ROW,WaterAreas,WaterLines,zone,affected_lats,SchoolChildcare,Healthcare,CriticalCustomers,DIAMETER_score,Railroad_score,Buildings_score,WaterBodies_score,affected_lats_score,school_childcare_score,medical_score,critical_cust_score,Roadway_score,COF,INSTALLDATE,MATERIAL_lof,Age,Material,Service Life,Service Life Score,Breaks,Breaks_score,Z_MAX,Break Density Score,LOF,COF_normalized,LOF_normalized,RISK
186,wM-256,CAS,12,59.0,257.8612900445322,240.75314178827796,0.0,0.0,38.41361105271729,1100.2634394403476,,1389.0161142132397,,Zone-87,,,,,7,0,0,0,0,0,0,0,7,2,1998-01-01 00:00:00.000000,CAS,26,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
187,wM-257,DIP,6,378.0,7.002822518637473,95.04748859521932,116.35666155637104,0.0,5.475564612432323,730.7727608593393,,1364.6664391941367,,Zone-88,,,,,4,0,5,0,0,0,0,0,6,2,2016-01-01 18:14:00.000000,DIP,8,DIP,90,1.0,,0.0,0.0198841303455481,0.0,1.0,4,1,4
188,wM-258,DIP,6,4.0,0.0,92.94883580227324,385.17505975270007,370.8847639218105,14.77414971594756,711.8308093163239,,1357.1564425391437,,Zone-34,13.0,,,,4,0,5,0,5,0,0,0,9,4,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,8,2,16
189,wM-259,DIP,8,143.0,0.0,0.0,388.671152582661,373.2388951336436,7.350218082524643,711.8308093163239,,1357.1564425391437,,Zone-34,13.0,,,,4,0,5,0,5,0,0,0,10,4,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,8,2,16
190,wM-260,CAS,12,3.0,257.7318048230775,240.75314178827796,0.0,0.0,69.12106752835486,1106.972551352294,,1437.6094372888751,,Zone-87,,,,,7,0,0,0,0,0,0,0,7,2,1999-03-01 00:00:00.000000,CAS,25,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
191,wM-261,CAS,12,236.0,253.93925887216056,240.895637810048,0.0,0.0,66.43862497513987,1110.4341523233584,,1439.713641833315,,Zone-89,4.0,,,,7,0,0,0,1,0,0,0,7,2,1999-03-01 00:00:00.000000,CAS,25,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
192,wM-266,CAS,12,3.0,345.0273198256015,398.38593343018704,0.0,2.71572114402474,31.264988264241246,1515.9093379380447,,1659.1781558122718,,Zone-90,,,,,7,0,0,0,0,0,0,0,7,2,1999-03-01 00:00:00.000000,CAS,25,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
193,wM-269,CAS,6,880.0,354.2963247946551,404.7402595326342,0.0,0.0,33.84755569952264,1520.0316002330828,,1656.9815146812437,,Zone-91,15.0,,,,4,0,0,0,5,0,0,0,7,3,1979-01-01 17:32:00.000000,CAS,45,CAS,75,6.0,,0.0,0.0,0.0,3.0,6,3,18
194,wM-270,DIP,16,143.0,344.9257282533512,398.6950449880173,0.0,0.0,31.78600895913555,1502.6452793660628,,1566.8312612083184,,Zone-92,,,,,7,0,0,0,0,0,0,0,7,2,1999-03-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,0.0,0.0,2.0,4,2,8
195,wM-271,DIP,8,30.0,492.0487231895692,562.8858860577852,107.31014304119526,34.64404383415925,79.29731389213492,1421.6632474907983,,1493.301734858342,,Zone-93,3.0,,,Connected,4,0,0,0,1,0,0,10,0,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
196,wM-272,DIP,16,3.0,488.7332878905249,574.1469262934859,119.23780579531272,64.77022556931466,77.64355786602627,1421.663280598278,,1493.2994515084572,,Zone-93,3.0,,,zone,7,0,0,0,1,0,0,0,0,1,1999-03-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,0.0,0.0,2.0,1,2,2
197,wM-276,DIP,8,21.0,492.1939383084824,572.7539519387797,122.0913280082144,64.7705556860379,74.93702207382509,1401.0934840241302,,1476.6665428079157,,Zone-93,3.0,,,Connected,4,0,0,0,1,0,0,10,0,2,1999-03-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,0.0,0.0,2.0,4,2,8
198,wM-277,DIP,16,286.0,487.2969106144291,533.5326047142967,0.0,0.0,20.85308417608199,1490.8146023153367,,1410.8777266333448,,Zone-94,,,,,7,0,0,0,0,0,0,0,7,2,1999-03-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,0.0354279921463424,0.0,2.0,4,2,8
199,wM-278,CAS,12,4.0,342.56997722895454,398.5206134318168,0.0,2.675609782190758,31.916234292033632,1512.5924012577448,,1657.9106644707267,,Zone-90,,,,,7,0,0,0,0,0,0,0,7,2,1999-03-01 00:00:00.000000,CAS,25,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
201,wM-280,DIP,4,296.0,866.9627060716302,860.5131880520483,0.0,0.0,40.36016977894817,2240.546534844173,,2082.499501333976,,Zone-91,15.0,,,,4,0,0,0,5,0,0,0,7,3,1984-01-01 17:32:00.000000,DIP,40,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
203,wM-282,CAS,12,165.0,263.5444178651269,362.47996951750736,0.0,0.0,32.04360726844578,1367.6919866674325,,1598.677927079906,,Zone-89,4.0,,,,7,0,0,0,1,0,0,0,7,2,1999-03-01 00:00:00.000000,CAS,25,CAS,75,4.0,,0.0,0.0,0.0,2.0,4,2,8
204,wM-284,DIP,6,869.0,0.0,1.578518522844,0.0,0.0,41.42288481608317,747.3008316926102,,1246.0352577974131,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,9,2,1970-01-01 18:47:00.000000,DIP,54,DIP,90,6.0,,0.0,34.15553409170117,3.0,4.0,4,4,16
205,wM-285,DIP,6,3.0,531.5197184775341,514.7902285112438,0.0,0.0,82.97644858628622,1235.4774850180956,,1246.0352577974131,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2,1979-12-01 00:00:00.000000,DIP,45,DIP,90,5.0,,0.0,34.15553409170117,3.0,4.0,4,4,16
206,wM-286,CAS,6,60.0,531.5197184775341,514.7902285112438,0.0,0.0,50.80913286775479,1235.4774850180956,,1234.8080414980227,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2,1959-01-01 00:00:00.000000,CAS,65,CAS,75,9.0,,0.0,37.15874184837362,4.0,6.0,4,6,24
207,wM-287,CAS,4,7.0,547.4169308608098,530.8812751594753,0.0,0.0,50.80913286775479,1254.2066326108825,,1227.5261806825658,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2,1959-01-01 00:00:00.000000,CAS,65,CAS,75,9.0,,0.0,37.33316959258621,4.0,6.0,4,6,24
208,wM-288,CAS,6,10.0,553.6298300307943,536.8400835845667,0.0,0.0,50.31394216468322,1260.188581987854,,1233.2470219110255,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2,1959-01-01 00:00:00.000000,CAS,65,CAS,75,9.0,,0.0,37.62156028141734,4.0,6.0,4,6,24
209,wM-289,CAS,4,419.0,749.4822724006871,792.1722085652793,0.0,0.0,36.79226289675567,1464.1122205081062,,1295.1448609344116,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2,1990-01-01 17:46:00.000000,CAS,34,CAS,75,5.0,1.0,8.0,44.20366488010679,4.0,6.0,4,6,24
210,wM-290,DIP,6,2.0,749.4819989587332,792.1718870722909,0.0,0.0,59.928525848779934,1464.1119507307671,,1295.1445471890963,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2,1990-01-01 00:00:00.000000,DIP,34,DIP,90,4.0,,0.0,44.2036717792807,4.0,3.0,4,3,12
211,wM-291,CAS,4,343.0,557.133678731678,540.9596135211075,0.0,0.0,49.8563235136395,1264.221107618794,,1233.2470219110255,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2,1959-01-01 00:00:00.000000,CAS,65,CAS,75,9.0,,0.0,44.38293875442167,4.0,6.0,4,6,24
212,wM-294,DIP,12,708.0,763.703965689263,774.4657810084196,0.0,0.0,35.43896399067734,93.2051679056712,,1207.0721857779408,,Zone-98,6.0,,,,7,5,0,0,1,0,0,0,7,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,15.172499875833047,2.0,3.0,6,3,18
213,wM-295,DIP,12,26.0,1271.2615681291732,1253.8457993143932,0.0,0.0,201.55478920941084,802.1378203760837,,1520.5910647772976,,Zone-98,6.0,,,,7,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,8.829110042052207,1.0,3.0,4,3,12
214,wM-296,DIP,6,4.0,1299.9865609206545,1282.5721727706364,0.0,0.0,212.30657709049652,797.2181050272443,,1515.9394616458462,,Zone-98,6.0,,,,4,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,9.028315507242446,1.0,3.0,4,3,12
215,wM-297,DIP,12,3.0,1297.1479187997495,1279.733388588418,0.0,0.0,216.21554679674207,799.7609392512131,,1520.423236448,,Zone-98,6.0,,,,7,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,8.833376335555183,1.0,3.0,4,3,12
216,wM-298,DIP,6,43.0,1313.626373568486,1315.470783795667,0.0,0.0,753.7671143150086,1129.2173293416588,,2172.30388570234,,Zone-99,,,,,4,0,0,0,0,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
217,wM-299,DIP,6,10.0,1356.6953723492938,1358.2210743134965,13.282586496885038,0.0,766.6283154720729,1120.6308296804589,,2172.1330758979293,,Zone-100,2.0,,,,4,0,0,0,1,0,0,0,6,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
218,wM-300,DIP,6,3.0,1310.9662529279467,1312.8311263955216,0.0,0.0,753.0462315563628,1165.1323558776437,,2174.311633331253,,Zone-71,4.0,,,,4,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
219,wM-302,DIP,6,1427.0,0.0,0.0,0.0,0.0,60.801705235211855,88.43771075265606,,210.2741448450668,,Zone-101,7.0,,,,4,5,0,0,1,0,0,0,10,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,36.88299300542002,3.0,4.0,6,4,24
220,wM-305,PVC,6,201.0,0.0,381.4134048321755,1115.442003442742,399.1854498338337,109.75482842744653,1351.2123600328591,,2202.216138242313,,Zone-42,8.0,,,,4,0,0,0,1,0,0,0,9,2,1981-12-01 00:00:00.000000,PVC,43,PVC,100,5.0,,0.0,,0.0,3.0,4,3,12
221,wM-306,DIP,8,754.0,0.0,0.0,448.70529252349456,0.0,28.993393120412748,738.0090867173462,,1517.3652055492507,,Zone-102,10.0,,,,4,0,0,0,1,0,0,0,10,3,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.1268973581008795,0.0,2.0,6,2,12
222,wM-308,DIP,6,22.0,0.0,0.0,715.0744600410667,0.0,80.03991178925286,2140.0981976329235,,2391.8501355214285,,Zone-5,5.0,,,,4,0,0,0,1,0,0,0,10,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,3.922794428010457,0.0,1.0,6,1,6
223,wM-309,CAS,6,14.0,375.616117431469,358.4074063420792,0.0,0.0,31.6566115870304,1085.096169834313,,1057.6989719448725,,Zone-62,2.0,,,,4,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,CAS,18,CAS,75,3.0,,0.0,0.0,0.0,2.0,4,2,8
224,wM-312,CAS,6,18.0,375.8690397613959,358.4072917339275,0.0,0.0,41.32352547584695,1085.2203762748627,,1053.9013873205977,,Zone-62,2.0,,,,4,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,CAS,18,CAS,75,3.0,,0.0,0.0,0.0,2.0,4,2,8
225,wM-317,CAS,12,1.0,375.8690397613959,358.4074063420792,0.0,0.0,40.09165829525436,1085.2203762748627,,1057.6989719448725,,Zone-62,2.0,,,,7,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,CAS,18,CAS,75,3.0,,0.0,0.0,0.0,2.0,4,2,8
226,wM-318,DIP,12,405.0,377.2806484699254,359.81952111340024,0.0,0.0,20.43572554647089,1086.6325577585117,,1058.8850912281482,,Zone-103,6.0,,,,7,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,DIP,18,DIP,90,2.0,,0.0,0.0726106275619185,0.0,1.0,4,1,4
227,wM-319,DIP,4,148.0,780.8369974657829,781.382733595363,0.0,0.0,65.99855709119551,1508.282438552863,,1421.8637168660323,,Zone-104,1.0,,,,4,0,0,0,1,0,0,0,7,2,1983-01-01 17:43:00.000000,DIP,41,DIP,90,5.0,,0.0,0.1287553501705104,0.0,3.0,4,3,12
228,wM-320,DIP,16,5.0,771.5819054902814,765.0735977970872,0.0,0.0,72.29013343060745,1491.9596988692645,,1408.5143801769884,,Zone-103,6.0,,,,7,0,0,0,1,0,0,0,7,2,1999-03-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,0.0611082643338049,0.0,2.0,4,2,8
229,wM-323,DIP,12,14.0,776.8992619758006,768.4370844477536,0.0,0.0,73.23064334531462,1495.3234270389448,,1411.5216972264536,,Zone-104,1.0,,,,7,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,DIP,18,DIP,90,2.0,,0.0,0.089223076537104,0.0,1.0,4,1,4
230,wM-324,CAS,4,779.0,381.1453762358464,365.39768456049103,0.0,0.0,35.18660230031056,1092.19892641102,,856.0592661128125,,Zone-105,17.0,,,,4,0,0,0,5,0,0,0,7,3,1979-01-01 17:38:00.000000,CAS,45,CAS,75,6.0,,0.0,26.652609955562568,3.0,4.0,6,4,24
231,wM-325,DIP,12,403.0,282.56878605383946,343.9956452133647,0.0,0.0,18.68925968412252,264.91202549553554,,705.7762709640053,,Zone-106,10.0,,,,7,0,5,0,1,0,0,0,7,3,2005-01-01 15:35:00.000000,DIP,19,DIP,90,3.0,,0.0,12.329268731693311,1.0,2.0,6,2,12
232,wM-328,DIP,12,345.0,0.0,0.0,0.0,0.0,25.1346459879852,672.1063706080371,,987.7523858469258,,Zone-26,6.0,,,,7,0,0,0,1,0,0,0,10,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,24.153272706538573,2.0,3.0,6,3,18
233,wM-330,DIP,12,1128.0,7.392750883071765,288.0813198690159,1333.3119283303506,305.8734747770284,39.679484956506606,2510.4753931259065,,1312.4843166863748,,Zone-107,4.0,,,,7,0,0,0,1,0,0,0,0,1,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,1,2,2
234,wM-331,DIP,12,9.0,11.415054086857555,280.5860644669648,1326.1473312792757,298.37646770304474,481.7766641239025,2499.146976123084,,1301.160136901776,,Zone-108,3.0,,,,7,0,0,0,1,0,0,0,0,1,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,1,2,2
235,wM-332,DIP,12,505.0,20.20326574551872,280.7215851510023,1328.1949446679691,59.41355826598516,470.09040060619833,2218.6137923999654,,827.8199849716764,,Zone-109,1.0,,,,7,0,0,0,1,0,0,0,0,1,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,1,2,2
236,wM-333,DIP,12,737.0,519.5340427321721,557.5168206338869,1510.3403551391436,60.22958606813116,29.34115793454343,2219.9054120824,,828.4302094604054,,Zone-110,1.0,,,,7,0,0,0,1,0,0,0,0,1,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,1,2,2
238,wM-336,DIP,6,455.0,0.0,0.0,0.0,0.0,61.816590270105785,1293.969725496804,,1252.4240103615791,,Zone-112,1.0,,,,4,0,0,0,1,0,0,0,10,3,1981-05-01 00:00:00.000000,DIP,43,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
239,wM-338,DIP,12,227.0,387.35949807557,369.63562330336254,0.0,0.0,32.526090394504635,62.685097948826446,,578.5571305720201,,Zone-113,1.0,,,,7,5,0,0,1,0,0,0,7,3,2003-12-01 00:00:00.000000,DIP,21,DIP,90,3.0,,0.0,0.0,0.0,2.0,6,2,12
240,wM-339,DIP,6,77.0,611.6092235701724,593.801735101244,22.71375179037633,0.0,9.114846737443564,61.53265628098229,,503.0477166705583,,Zone-114,1.0,,,,4,5,5,0,1,0,0,0,6,3,1983-01-01 16:32:00.000000,DIP,41,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
241,wM-340,DIP,12,6.0,378.13727977214,360.4184679056696,0.0,0.0,51.085201862153504,289.48783213171674,,582.8081008166334,,Zone-115,,,,,7,0,0,0,0,0,0,0,7,2,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,4,2,8
242,wM-341,PVC,12,360.0,18.31406853562945,1.559925218745235,0.0,0.0,19.87094918302957,295.6476470937031,,584.1059099586863,,Zone-116,4.0,,,,7,0,5,0,1,0,0,0,7,3,2002-12-01 00:00:00.000000,PVC,22,PVC,100,3.0,,0.0,,0.0,2.0,6,2,12
243,wM-342,PVC,12,45.0,0.0,0.0,329.76525851934275,0.0,56.66217185716971,655.3876091393244,,738.4493731499052,,Zone-35,19.0,,,,7,0,0,0,5,0,0,0,10,4,2002-12-01 00:00:00.000000,PVC,22,PVC,100,3.0,,0.0,,0.0,2.0,8,2,16
244,wM-344,DIP,6,4.0,384.2966771370152,366.5574562681033,0.0,0.0,56.38448934166718,289.3544854257319,,578.9527346896258,,Zone-115,,,,,4,0,0,0,0,0,0,0,7,2,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,4,2,8
245,wM-345,DIP,8,5.0,384.238881067572,366.57445265848975,0.0,0.0,54.21060429329176,289.48783213171674,,582.8081008166334,,Zone-115,,,,,4,0,0,0,0,0,0,0,7,2,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,4,2,8
246,wM-347,CAS,6,900.0,368.6174292190182,351.655375584804,0.0,0.0,42.8670980655087,294.0338914918172,,86.91296352732468,,Zone-117,18.0,zone,,,4,0,0,5,5,0,0,0,7,4,1973-01-01 14:41:00.000000,CAS,51,CAS,75,7.0,,0.0,7.516850498228431,1.0,4.0,8,4,32
248,wM-351,PVC,8,351.0,0.320304982905864,0.0,498.4683572467216,13.982504929296674,5.086257769959603,318.30485118946854,,1404.6896545521977,,Zone-119,12.0,,,,4,0,5,0,5,0,0,0,10,4,2001-12-01 00:00:00.000000,PVC,23,PVC,100,3.0,,0.0,,0.0,2.0,8,2,16
249,wM-354,DIP,8,392.0,0.0,0.0,345.0945297059255,0.0,57.454207458296665,313.66501062838256,,769.4088238790771,,Zone-120,2.0,,,,4,0,0,0,1,0,0,0,10,3,1995-01-01 18:18:00.000000,DIP,29,DIP,90,4.0,,0.0,20.56501742994426,2.0,3.0,6,3,18
250,wM-355,DIP,8,139.0,363.4397917370878,345.6191946029303,686.115734650557,0.0,45.0093472606852,313.5900189697801,,769.4088238790771,,Zone-121,,,,,4,0,0,0,0,0,0,0,6,2,1995-01-01 18:17:00.000000,DIP,29,DIP,90,4.0,,0.0,3.135844163883438,0.0,2.0,4,2,8
251,wM-357,DIP,8,703.0,364.9978297050317,353.5231381728251,0.0,0.0,20.55017352013922,309.19778165280246,,836.3136944641969,,Zone-122,3.0,,,,4,0,0,0,1,0,0,0,7,2,1995-01-01 18:16:00.000000,DIP,29,DIP,90,4.0,,0.0,2.6843513865479176,0.0,2.0,4,2,8
253,wM-359,CAS,8,345.0,370.78540683868073,359.19411983536054,393.3097117208832,0.0,37.39846889839233,252.5050402122035,,783.656177378764,,Zone-123,,,,,4,0,0,0,0,0,0,0,6,2,1971-01-01 15:55:00.000000,CAS,53,CAS,75,8.0,,0.0,2.510409149065393,1.0,5.0,4,5,20
254,wM-361,DIP,8,6.0,364.8670517266637,352.4128409614773,680.4353701719775,0.0,45.01759035032617,313.57485058386044,,833.6975115719683,,Zone-122,3.0,,,,4,0,0,0,1,0,0,0,6,2,1995-01-29 18:17:00.000000,DIP,29,DIP,90,4.0,,0.0,2.7146228995640698,0.0,2.0,4,2,8
255,wM-362,DIP,12,254.0,0.0,0.0,1050.6199062875353,0.0,18.691272561146025,2177.9914100056785,,2655.150253926673,,Zone-124,,,,,7,0,5,0,0,0,0,0,10,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
256,wM-363,DIP,12,4.0,398.0096966064127,380.35587279223455,900.5181240458905,3.427819496355131,174.32421917911662,2045.6147453586489,,2591.8690388417,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,1,3,3
257,wM-364,DIP,12,150.0,248.39703486053355,230.7932140963522,904.9735974355152,0.0,31.290049484913915,2049.7393369873903,,2594.34642317098,,Zone-126,,,,,7,0,0,0,0,0,0,0,6,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
258,wM-365,DIP,12,3.0,244.99428562520188,227.3949104330456,1046.5531234035864,0.0,28.771633248229623,2172.5246260207905,,2652.3137560285186,,Zone-127,,,,,7,0,0,0,0,0,0,0,6,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
259,wM-366,DIP,12,974.0,406.3205537856255,388.6265559297176,0.0,0.0,182.7921397189758,1179.5545955191549,,2194.7726069314463,,Zone-128,1.0,,,,7,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
260,wM-367,DIP,12,21.0,1310.592713135641,1309.158652828116,0.0,0.0,753.0462315563628,1167.3504801043275,,2174.4633621983603,,Zone-71,4.0,,,,7,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
261,wM-369,DIP,12,45.0,227.41420231604903,212.2721655177912,1048.6587804252863,0.0,2.612212175585682,2175.359334665119,,2653.782845334703,,Zone-127,,,,,7,0,10,0,0,0,0,0,6,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
262,wM-370,DIP,12,3.0,241.8349487175876,224.2398291212992,1048.6587804252863,0.0,26.61006945800028,2175.359334665119,,2653.782845334703,,Zone-127,,,,,7,0,0,0,0,0,0,0,6,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
263,wM-371,DIP,12,33.0,402.36554674698885,384.68948329937245,890.7930615371955,3.427819496355131,178.76192753335658,2044.5163403645831,,2591.8690388417,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,1,3,3
264,wM-372,DIP,12,4.0,402.36554674698885,384.68948329937245,896.4727454640404,2.677988319046551,178.76192753335658,2041.869834900566,,2589.624427181724,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,1,3,3
265,wM-373,DIP,8,41.0,777.8570617964019,801.4909833491904,73.77896523782307,0.0,177.24489126024253,87.79191964483094,,1469.734509238962,,Zone-129,2.0,,,,4,5,0,0,1,0,0,0,6,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,1.6414278819528227,0.0,3.0,4,3,12
266,wM-374,CAS,6,385.0,413.4089913788527,416.4357134892134,0.0,0.0,40.256934756077285,0.0,,1495.3394530966832,,Zone-130,,,,,4,10,0,0,0,0,0,0,7,3,1967-01-01 19:37:00.000000,CAS,57,CAS,75,8.0,,0.0,0.7911312193827544,0.0,4.0,6,4,24
268,wM-377,DIP,8,259.0,758.3681890476605,771.3965480401363,0.0,0.0,73.26018944023984,87.65295173941608,,1213.6352849469088,,Zone-132,2.0,,,,4,5,0,0,1,0,0,0,7,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,10.491732773402012,1.0,3.0,6,3,18
269,wM-379,DIP,8,8.0,758.1280484549187,769.0569080582391,0.0,0.0,84.76836145324344,87.63481429586774,,1205.9015818099324,,Zone-98,6.0,,,,4,5,0,0,1,0,0,0,7,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,10.790432227635764,1.0,3.0,6,3,18
270,wM-380,CAS,4,2.0,763.703965689263,773.9264671486594,0.0,0.0,78.76953655670796,93.2051679056712,,1204.8913653075,,Zone-98,6.0,,,,4,5,0,0,1,0,0,0,7,3,1980-06-01 00:00:00.000000,CAS,44,CAS,75,6.0,,0.0,11.0229593167821,2.0,4.0,6,4,24
271,wM-381,DIP,12,6.0,758.1280484549187,769.0569080582391,0.0,0.0,79.73605197015537,87.63481429586774,,1205.9015818099324,,Zone-98,6.0,,,,7,5,0,0,1,0,0,0,7,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,10.934327120708124,1.0,3.0,6,3,18
274,wM-384,DIP,4,357.0,768.3189682964864,751.9675910926218,0.0,0.0,62.611978980598565,84.31344438384846,,209.42167465256023,,Zone-134,5.0,,,,4,5,0,0,1,0,0,0,7,3,1979-05-01 00:00:00.000000,DIP,45,DIP,90,5.0,,0.0,17.646032781611225,2.0,3.0,6,3,18
275,wM-385,DIP,4,3.0,769.8920342293789,752.47394953864,0.0,0.0,92.6297643624656,84.44106611888493,,206.4043441637772,,Zone-135,,,,,4,5,0,0,0,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,4.079945961876643,0.0,3.0,4,3,12
276,wM-386,DIP,6,4.0,769.9310747330615,752.6038095243997,0.0,0.0,91.62994518128154,84.48163112881606,,206.4043441637772,,Zone-135,,,,,4,5,0,0,0,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,4.0567852940710365,0.0,3.0,4,3,12
277,wM-387,CAS,4,18.0,769.9310747330615,752.6038095243997,0.0,0.0,94.45628354171896,84.48163112881606,,203.47907685058257,,Zone-135,,,,,4,5,0,0,0,0,0,0,7,2,1979-01-01 00:00:00.000000,CAS,45,CAS,75,6.0,,0.0,3.994429224175594,1.0,4.0,4,4,16
278,wM-389,DIP,6,57.0,0.0,0.0,0.0,0.0,65.53418956180573,667.2208071527286,,1273.205639450477,,Zone-136,3.0,,,,4,0,0,0,1,0,0,0,10,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,33.01684305213138,3.0,4.0,6,4,24
280,wM-391,DIP,6,403.0,47.91532762326664,30.961005405841675,0.0,0.0,28.201459629608607,667.2208071527286,,989.178350283806,,Zone-136,3.0,,,,4,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,30.47712454340812,3.0,4.0,4,4,16
